,W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,Event
2166,win,Lyoto Machida  Eryk Anders,0  0,62  32,0  3,0  0,Middleweight,S-DEC,5,5:00,"
              UFC Fight Night: Machida vs. Anders
            "
2167,win,Valentina Shevchenko  Priscila Cachoeira,0  0,95  2,2  0,2  0,Women's Flyweight,SUB  Rear Naked Choke,2,4:25,"
              UFC Fight Night: Machida vs. Anders
            "
2168,win,Michel Prazeres  Desmond Green,0  0,36  33,3  3,3  0,Lightweight,U-DEC,3,5:00,"
              UFC Fight Night: Machida vs. Anders
            "
2169,win,Timothy Johnson  Marcelo Golm,0  0,77  59,0  0,0  0,Heavyweight,U-DEC,3,5:00,"
              UFC Fight Night: Machida vs. Anders
            "
2170,win,Douglas Silva de Andrade  Marlon Vera,0  0,97  72,1  0,0  0,Bantamweight,U-DEC,3,5:00,"
              UFC Fight Night: Machida vs. Anders
            "
2171,win,Thiago Santos  Anthony Smith,2  0,58  10,0  1,0  0,Middleweight,KO/TKO  Kick,2,1:03,"
              UFC Fight Night: Machida vs. Anders
            "
2172,win,Sergio Moraes  Tim Means,0  1,87  129,0  0,0  0,Welterweight,S-DEC,3,5:00,"
              UFC Fight Night: Machida vs. Anders
            "
2173,win,Alan Patrick  Damir Hadzovic,0  0,28  20,9  0,0  1,Lightweight,U-DEC,3,5:00,"
              UFC Fight Night: Machida vs. Anders
            "
2174,win,Polyana Viana  Maia Stevenson,0  0,12  6,1  1,3  0,Women's Strawweight,SUB  Rear Naked Choke,1,3:50,"
              UFC Fight Night: Machida vs. Anders
            "
2175,win,Iuri Alcantara  Joe Soto,1  0,17  1,0  0,0  0,Bantamweight,KO/TKO  Punches,1,1:06,"
              UFC Fight Night: Machida vs. Anders
            "
2176,win,Deiveson Figueiredo  Joseph Morales,1  0,31  9,2  0,1  0,Flyweight,KO/TKO  Punches,2,4:34,"
              UFC Fight Night: Machida vs. Anders
            "
2177,win,Jacare Souza  Derek Brunson,1  0,9  8,0  0,0  0,Middleweight,KO/TKO  Kick,1,3:50,"
              UFC Fight Night: Jacare vs. Brunson 2
            "
2178,win,Andre Fili  Dennis Bermudez,0  0,80  103,4  1,0  0,Featherweight,S-DEC,3,5:00,"
              UFC Fight Night: Jacare vs. Brunson 2
            "
2179,win,Gregor Gillespie  Jordan Rinaldi,0  0,34  7,1  0,0  0,Lightweight,KO/TKO  Punches,1,4:46,"
              UFC Fight Night: Jacare vs. Brunson 2
            "
2180,win,Drew Dober  Frank Camacho,0  0,145  106,0  3,0  0,Welterweight,U-DEC,3,5:00,"
              UFC Fight Night: Jacare vs. Brunson 2
            "
2181,win,Bobby Green  Erik Koch,0  0,110  56,1  1,0  0,Lightweight,U-DEC,3,5:00,"
              UFC Fight Night: Jacare vs. Brunson 2
            "
2182,win,Mirsad Bektic  Godofredo Pepey,1  0,12  5,0  0,0  0,Featherweight,KO/TKO  Punch,1,2:47,"
              UFC Fight Night: Jacare vs. Brunson 2
            "
2183,win,Katlyn Chookagian  Mara Romero Borella,0  0,68  79,0  1,1  0,Women's Flyweight,U-DEC,3,5:00,"
              UFC Fight Night: Jacare vs. Brunson 2
            "
2184,win,Randa Markos  Juliana Lima,0  0,46  18,2  1,0  0,Women's Strawweight,U-DEC,3,5:00,"
              UFC Fight Night: Jacare vs. Brunson 2
            "
2185,win,Ji Yeon Kim  Justine Kish,0  0,68  96,0  0,0  0,Women's Flyweight,S-DEC,3,5:00,"
              UFC Fight Night: Jacare vs. Brunson 2
            "
2186,win,Vinc Pichel  Joaquim Silva,0  0,60  45,1  0,0  0,Lightweight,U-DEC,3,5:00,"
              UFC Fight Night: Jacare vs. Brunson 2
            "
2187,win,Niko Price  George Sullivan,0  0,24  21,2  1,3  0,Welterweight,SUB  Rear Naked Choke,2,4:21,"
              UFC Fight Night: Jacare vs. Brunson 2
            "
2188,win,Cory Sandhagen  Austin Arnett,1  0,80  32,1  1,0  0,Featherweight,KO/TKO  Punches,2,3:48,"
              UFC Fight Night: Jacare vs. Brunson 2
            "
2189,win,Stipe Miocic  Francis Ngannou,0  0,70  21,6  0,0  1,Heavyweight,U-DEC,5,5:00,"
              UFC 220: Miocic vs. Ngannou
            "
2190,win,Daniel Cormier  Volkan Oezdemir,0  0,32  38,2  0,1  0,Light Heavyweight,KO/TKO  Punches,2,2:00,"
              UFC 220: Miocic vs. Ngannou
            "
2191,win,Calvin Kattar  Shane Burgos,1  0,85  89,0  0,0  0,Featherweight,KO/TKO  Punch,3,0:32,"
              UFC 220: Miocic vs. Ngannou
            "
2192,win,Gian Villante  Francimar Barroso,0  0,74  74,0  0,0  0,Light Heavyweight,S-DEC,3,5:00,"
              UFC 220: Miocic vs. Ngannou
            "
2193,win,Rob Font  Thomas Almeida,2  0,41  24,1  0,0  0,Bantamweight,KO/TKO  Kick,2,2:24,"
              UFC 220: Miocic vs. Ngannou
            "
2194,win,Kyle Bochniak  Brandon Davis,0  0,33  38,3  1,0  0,Featherweight,U-DEC,3,5:00,"
              UFC 220: Miocic vs. Ngannou
            "
2195,win,Abdul Razak Alhassan  Sabah Homasi,1  0,13  8,0  1,0  0,Welterweight,KO/TKO  Punch,1,3:47,"
              UFC 220: Miocic vs. Ngannou
            "
2196,win,Dustin Ortiz  Alexandre Pantoja,0  0,36  19,7  1,0  2,Flyweight,U-DEC,3,5:00,"
              UFC 220: Miocic vs. Ngannou
            "
2197,win,Julio Arce  Dan Ige,0  0,72  35,0  1,0  0,Featherweight,U-DEC,3,5:00,"
              UFC 220: Miocic vs. Ngannou
            "
2198,win,Enrique Barzola  Matt Bessette,0  0,55  43,5  0,0  0,Featherweight,U-DEC,3,5:00,"
              UFC 220: Miocic vs. Ngannou
            "
2199,win,Islam Makhachev  Gleison Tibau,1  0,3  2,0  0,0  0,Lightweight,KO/TKO  Punch,1,0:57,"
              UFC 220: Miocic vs. Ngannou
            "
2200,win,Jeremy Stephens  Dooho Choi,1  0,49  44,0  0,0  0,Featherweight,KO/TKO  Punch,2,2:36,"
              UFC Fight Night: Stephens vs. Choi
            "
2201,win,Jessica-Rose Clark  Paige VanZant,0  0,55  54,2  0,1  0,Women's Flyweight,U-DEC,3,5:00,"
              UFC Fight Night: Stephens vs. Choi
            "
2202,win,Kamaru Usman  Emil Meek,0  0,50  30,8  0,0  2,Welterweight,U-DEC,3,5:00,"
              UFC Fight Night: Stephens vs. Choi
            "
2203,win,Darren Elkins  Michael Johnson,0  0,18  45,1  0,1  0,Featherweight,SUB  Rear Naked Choke,2,2:22,"
              UFC Fight Night: Stephens vs. Choi
            "
2204,win,James Krause  Alex White,0  0,35  56,3  1,2  0,Lightweight,U-DEC,3,5:00,"
              UFC Fight Night: Stephens vs. Choi
            "
2205,win,Marco Polo Reyes  Matt Frevola,2  0,18  9,0  0,0  0,Lightweight,KO/TKO  Punch,1,1:00,"
              UFC Fight Night: Stephens vs. Choi
            "
2206,win,Irene Aldana  Talita Bernardo,0  0,70  46,1  1,0  0,Women's Bantamweight,U-DEC,3,5:00,"
              UFC Fight Night: Stephens vs. Choi
            "
2207,win,Kyung Ho Kang  Guido Cannetti,0  0,3  19,1  1,1  0,Bantamweight,SUB  Triangle Choke,1,4:53,"
              UFC Fight Night: Stephens vs. Choi
            "
2208,win,Jessica Eye  Kalindra Faria,0  0,25  38,3  1,6  1,Women's Flyweight,S-DEC,3,5:00,"
              UFC Fight Night: Stephens vs. Choi
            "
2209,win,JJ Aldrich  Danielle Taylor,0  0,54  38,1  0,0  0,Women's Strawweight,U-DEC,3,5:00,"
              UFC Fight Night: Stephens vs. Choi
            "
2210,win,Mads Burnell  Mike Santiago,0  0,20  51,3  3,1  2,Featherweight,U-DEC,3,5:00,"
              UFC Fight Night: Stephens vs. Choi
            "
2211,win,Cristiane Justino  Holly Holm,0  0,118  44,0  0,0  0,Women's Featherweight,U-DEC,5,5:00,"
              UFC 219: Cyborg vs. Holm
            "
2212,win,Khabib Nurmagomedov  Edson Barboza,0  0,89  25,4  0,0  0,Lightweight,U-DEC,3,5:00,"
              UFC 219: Cyborg vs. Holm
            "
2213,win,Dan Hooker  Marc Diakiese,0  0,17  24,2  0,1  0,Lightweight,SUB  Guillotine Choke,3,0:42,"
              UFC 219: Cyborg vs. Holm
            "
2214,win,Carla Esparza  Cynthia Calvillo,0  0,48  38,2  1,1  0,Women's Strawweight,U-DEC,3,5:00,"
              UFC 219: Cyborg vs. Holm
            "
2215,win,Neil Magny  Carlos Condit,0  0,32  37,6  0,0  0,Welterweight,U-DEC,3,5:00,"
              UFC 219: Cyborg vs. Holm
            "
2216,nc  nc,Khalil Rountree Jr.  Michal Oleksiejczuk,0  0,52  76,0  2,1  0,Light Heavyweight,Overturned,3,5:00,"
              UFC 219: Cyborg vs. Holm
            "
2217,win,Myles Jury  Ricky Glenn,0  0,41  14,2  0,0  0,Featherweight,U-DEC,3,5:00,"
              UFC 219: Cyborg vs. Holm
            "
2218,draw  draw,Marvin Vettori  Omari Akhmedov,0  0,66  51,0  0,2  0,Middleweight,M-DEC,3,5:00,"
              UFC 219: Cyborg vs. Holm
            "
2219,win,Matheus Nicolau  Louis Smolka,3  0,87  49,3  0,2  0,Flyweight,U-DEC,3,5:00,"
              UFC 219: Cyborg vs. Holm
            "
2220,win,Tim Elliott  Mark De La Rosa,0  0,12  2,1  0,2  0,Bantamweight,SUB  Anaconda Choke,2,1:41,"
              UFC 219: Cyborg vs. Holm
            "
2221,win,Rafael Dos Anjos  Robbie Lawler,0  0,172  86,2  0,0  0,Welterweight,U-DEC,5,5:00,"
              UFC Fight Night: Lawler vs. Dos Anjos
            "
2222,win,Josh Emmett  Ricardo Lamas,1  0,10  17,0  0,0  0,Featherweight,KO/TKO  Punch,1,4:33,"
              UFC Fight Night: Lawler vs. Dos Anjos
            "
2223,win,Santiago Ponzinibbio  Mike Perry,1  0,78  51,3  1,0  0,Welterweight,U-DEC,3,5:00,"
              UFC Fight Night: Lawler vs. Dos Anjos
            "
2224,win,Glover Teixeira  Misha Cirkunov,0  0,13  21,1  0,1  0,Light Heavyweight,KO/TKO  Punches,1,2:45,"
              UFC Fight Night: Lawler vs. Dos Anjos
            "
2225,win,Jan Blachowicz  Jared Cannonier,1  0,50  26,4  0,0  0,Light Heavyweight,U-DEC,3,5:00,"
              UFC Fight Night: Lawler vs. Dos Anjos
            "
2226,win,Julian Marquez  Darren Stewart,0  0,32  33,0  4,3  0,Middleweight,SUB  Guillotine Choke,2,2:42,"
              UFC Fight Night: Lawler vs. Dos Anjos
            "
2227,win,Chad Laprise  Galore Bofando,0  1,20  13,1  0,0  0,Welterweight,KO/TKO  Punches,1,4:10,"
              UFC Fight Night: Lawler vs. Dos Anjos
            "
2228,win,Nordine Taleb  Danny Roberts,1  0,5  1,0  0,0  0,Welterweight,KO/TKO  Kick,1,0:59,"
              UFC Fight Night: Lawler vs. Dos Anjos
            "
2229,win,John Makdessi  Abel Trujillo,1  0,47  29,0  1,0  0,Lightweight,U-DEC,3,5:00,"
              UFC Fight Night: Lawler vs. Dos Anjos
            "
2230,win,Alessio Di Chirico  Oluwale Bamgbose,1  0,6  10,1  0,0  0,Middleweight,KO/TKO  Knee,2,2:14,"
              UFC Fight Night: Lawler vs. Dos Anjos
            "
2231,win,Jordan Mein  Erick Silva,0  0,51  13,3  0,1  0,Welterweight,U-DEC,3,5:00,"
              UFC Fight Night: Lawler vs. Dos Anjos
            "
2232,win,Brian Ortega  Cub Swanson,0  0,24  60,0  0,2  0,Featherweight,SUB  Guillotine Choke,2,3:22,"
              UFC Fight Night: Swanson vs. Ortega
            "
2233,win,Gabriel Benitez  Jason Knight,0  0,85  36,0  1,0  0,Featherweight,U-DEC,3,5:00,"
              UFC Fight Night: Swanson vs. Ortega
            "
2234,win,Marlon Moraes  Aljamain Sterling,2  0,7  3,0  0,0  0,Bantamweight,KO/TKO  Knee,1,1:07,"
              UFC Fight Night: Swanson vs. Ortega
            "
2235,win,Scott Holtzman  Darrell Horcher,0  0,49  36,7  1,0  0,Lightweight,U-DEC,3,5:00,"
              UFC Fight Night: Swanson vs. Ortega
            "
2236,win,Eryk Anders  Markus Perez,0  0,79  30,2  2,0  1,Middleweight,U-DEC,3,5:00,"
              UFC Fight Night: Swanson vs. Ortega
            "
2237,win,Benito Lopez  Albert Morales,1  0,78  78,0  0,1  0,Bantamweight,U-DEC,3,5:00,"
              UFC Fight Night: Swanson vs. Ortega
            "
2238,win,Alexis Davis  Liz Carmouche,0  0,23  49,1  4,2  0,Women's Flyweight,S-DEC,3,5:00,"
              UFC Fight Night: Swanson vs. Ortega
            "
2239,win,Andre Soukhamthath  Luke Sanders,1  0,20  23,0  0,0  0,Bantamweight,KO/TKO  Punches,2,1:06,"
              UFC Fight Night: Swanson vs. Ortega
            "
2240,win,Alex Perez  Carls John De Tomas,0  0,24  8,2  0,3  0,Bantamweight,SUB  Anaconda Choke,2,1:54,"
              UFC Fight Night: Swanson vs. Ortega
            "
2241,win,Frankie Saenz  Merab Dvalishvili,0  0,58  47,0  11,0  0,Bantamweight,S-DEC,3,5:00,"
              UFC Fight Night: Swanson vs. Ortega
            "
2242,win,Alejandro Perez  Iuri Alcantara,0  0,35  38,0  0,0  0,Bantamweight,U-DEC,3,5:00,"
              UFC Fight Night: Swanson vs. Ortega
            "
2243,win,Davi Ramos  Chris Gruetzemacher,0  0,55  46,5  0,1  0,Lightweight,SUB  Rear Naked Choke,3,0:50,"
              UFC Fight Night: Swanson vs. Ortega
            "
2244,win,Trevin Giles  Antonio Braga Neto,1  0,70  18,0  2,0  0,Middleweight,KO/TKO  Punches,3,2:27,"
              UFC Fight Night: Swanson vs. Ortega
            "
2245,win,Max Holloway  Jose Aldo,0  0,174  87,0  0,0  0,Featherweight,KO/TKO  Punches,3,4:51,"
              UFC 218: Holloway vs. Aldo 2
            "
2246,win,Francis Ngannou  Alistair Overeem,1  0,6  1,0  0,0  0,Heavyweight,KO/TKO  Punch,1,1:42,"
              UFC 218: Holloway vs. Aldo 2
            "
2247,win,Henry Cejudo  Sergio Pettis,0  0,36  25,3  0,0  0,Flyweight,U-DEC,3,5:00,"
              UFC 218: Holloway vs. Aldo 2
            "
2248,win,Eddie Alvarez  Justin Gaethje,1  0,155  122,1  0,0  0,Lightweight,KO/TKO  Knee,3,3:59,"
              UFC 218: Holloway vs. Aldo 2
            "
2249,win,Tecia Torres  Michelle Waterson,0  0,95  56,1  2,0  0,Women's Strawweight,U-DEC,3,5:00,"
              UFC 218: Holloway vs. Aldo 2
            "
2250,win,Paul Felder  Charles Oliveira,0  0,31  6,0  2,0  2,Lightweight,KO/TKO  Elbows,2,4:06,"
              UFC 218: Holloway vs. Aldo 2
            "
2251,win,Yancy Medeiros  Alex Oliveira,2  2,75  93,1  2,0  0,Welterweight,KO/TKO  Punches,3,2:02,"
              UFC 218: Holloway vs. Aldo 2
            "
2252,win,David Teymur  Drakkar Klose,0  0,52  39,1  2,0  0,Lightweight,U-DEC,3,5:00,"
              UFC 218: Holloway vs. Aldo 2
            "
2253,win,Felice Herrig  Cortney Casey,0  0,76  91,1  0,0  0,Women's Strawweight,S-DEC,3,5:00,"
              UFC 218: Holloway vs. Aldo 2
            "
2254,win,Amanda Cooper  Angela Magana,0  0,40  12,1  0,1  0,Women's Strawweight,KO/TKO  Punches,2,4:34,"
              UFC 218: Holloway vs. Aldo 2
            "
2255,win,Abdul Razak Alhassan  Sabah Homasi,1  0,27  39,1  0,0  0,Welterweight,KO/TKO  Punches,1,4:21,"
              UFC 218: Holloway vs. Aldo 2
            "
2256,win,Dominick Reyes  Jeremy Kimball,0  0,16  4,1  1,1  0,Light Heavyweight,SUB  Rear Naked Choke,1,3:39,"
              UFC 218: Holloway vs. Aldo 2
            "
2257,win,Justin Willis  Allen Crowder,1  0,22  15,0  0,0  0,Heavyweight,KO/TKO  Punch,1,2:33,"
              UFC 218: Holloway vs. Aldo 2
            "
2258,win,Nicco Montano  Roxanne Modafferi,0  0,186  132,3  2,1  1,Women's Flyweight,U-DEC,5,5:00,"
              The Ultimate Fighter: A New World Champion Finale
            "
2259,win,Sean O'Malley  Terrion Ware,0  0,141  88,3  0,0  0,Bantamweight,U-DEC,3,5:00,"
              The Ultimate Fighter: A New World Champion Finale
            "
2260,win,Lauren Murphy  Barb Honchak,0  0,59  71,2  0,0  2,Women's Flyweight,S-DEC,3,5:00,"
              The Ultimate Fighter: A New World Champion Finale
            "
2261,win,Gerald Meerschaert  Eric Spicely,1  0,36  17,0  1,0  1,Middleweight,KO/TKO  Kick,2,2:18,"
              The Ultimate Fighter: A New World Champion Finale
            "
2262,draw  draw,DeAnna Bennett  Melinda Fabian,0  1,47  49,0  0,1  0,Women's Flyweight,M-DEC,3,5:00,"
              The Ultimate Fighter: A New World Champion Finale
            "
2263,win,Brett Johns  Joe Soto,0  0,1  0,0  0,1  0,Bantamweight,SUB  Calf Slicer,1,0:30,"
              The Ultimate Fighter: A New World Champion Finale
            "
2264,win,Montana De La Rosa  Christina Marks,0  0,6  10,0  1,1  0,Women's Flyweight,SUB  Armbar,1,2:00,"
              The Ultimate Fighter: A New World Champion Finale
            "
2265,win,Ryan Janes  Andrew Sanchez,0  2,159  96,0  3,0  0,Middleweight,KO/TKO  Punch,3,0:58,"
              The Ultimate Fighter: A New World Champion Finale
            "
2266,win,Rachael Ostovich  Karine Gevorgyan,0  0,3  2,1  0,1  0,Women's Flyweight,SUB  Armbar,1,1:40,"
              The Ultimate Fighter: A New World Champion Finale
            "
2267,win,Shana Dobson  Ariel Beck,1  0,34  35,0  0,0  0,Women's Flyweight,KO/TKO  Punch,2,2:53,"
              The Ultimate Fighter: A New World Champion Finale
            "
2268,win,Gillian Robertson  Emily Whitmire,0  0,2  9,1  0,1  0,Women's Flyweight,SUB  Armbar,1,2:12,"
              The Ultimate Fighter: A New World Champion Finale
            "
2269,win,Kelvin Gastelum  Michael Bisping,1  0,14  7,0  0,0  0,Middleweight,KO/TKO  Punch,1,2:30,"
              UFC Fight Night: Bisping vs. Gastelum
            "
2270,win,Li Jingliang  Zak Ottow,1  0,26  5,0  0,0  0,Welterweight,KO/TKO  Punches,1,2:57,"
              UFC Fight Night: Bisping vs. Gastelum
            "
2271,win,Wang Guan  Alex Caceres,1  0,71  49,0  0,0  0,Featherweight,S-DEC,3,5:00,"
              UFC Fight Night: Bisping vs. Gastelum
            "
2272,win,Alex Garcia  Muslim Salikhov,0  0,6  10,3  0,1  0,Welterweight,SUB  Rear Naked Choke,2,3:22,"
              UFC Fight Night: Bisping vs. Gastelum
            "
2273,win,Zabit Magomedsharipov  Sheymon Moraes,0  0,34  18,11  0,1  0,Featherweight,SUB  Anaconda Choke,3,4:30,"
              UFC Fight Night: Bisping vs. Gastelum
            "
2274,win,Song Kenan  Bobby Nash,1  0,14  1,0  0,0  0,Welterweight,KO/TKO  Punches,1,0:15,"
              UFC Fight Night: Bisping vs. Gastelum
            "
2275,win,Yan Xiaonan  Kailin Curran,0  0,96  52,0  2,0  0,Women's Strawweight,U-DEC,3,5:00,"
              UFC Fight Night: Bisping vs. Gastelum
            "
2276,win,Song Yadong  Bharat Kandare,1  0,8  3,0  0,1  0,Featherweight,SUB  Guillotine Choke,1,4:16,"
              UFC Fight Night: Bisping vs. Gastelum
            "
2277,win,Shamil Abdurakhimov  Chase Sherman,1  0,6  5,0  0,0  0,Heavyweight,KO/TKO  Punches,1,1:24,"
              UFC Fight Night: Bisping vs. Gastelum
            "
2278,win,Gina Mazany  Wu Yanan,0  0,38  22,5  1,0  0,Women's Bantamweight,U-DEC,3,5:00,"
              UFC Fight Night: Bisping vs. Gastelum
            "
2279,win,Rolando Dy  Wulijiburen,1  0,26  17,0  4,0  0,Featherweight,U-DEC,3,5:00,"
              UFC Fight Night: Bisping vs. Gastelum
            "
2280,win,Cyril Asker  Hu Yaozong,0  0,20  8,4  0,1  1,Heavyweight,SUB  Rear Naked Choke,2,2:33,"
              UFC Fight Night: Bisping vs. Gastelum
            "
2281,win,Fabricio Werdum  Marcin Tybura,0  0,155  127,1  1,0  0,Heavyweight,U-DEC,5,5:00,"
              UFC Fight Night: Werdum vs. Tybura
            "
2282,win,Jessica-Rose Clark  Bec Rawlings,0  0,101  65,2  2,1  1,Women's Flyweight,S-DEC,3,5:00,"
              UFC Fight Night: Werdum vs. Tybura
            "
2283,win,Belal Muhammad  Tim Means,0  0,88  91,1  0,0  0,Welterweight,S-DEC,3,5:00,"
              UFC Fight Night: Werdum vs. Tybura
            "
2284,win,Jake Matthews  Bojan Velickovic,0  0,20  24,4  1,0  1,Welterweight,S-DEC,3,5:00,"
              UFC Fight Night: Werdum vs. Tybura
            "
2285,win,Elias Theodorou  Daniel Kelly,0  0,118  42,0  2,0  1,Middleweight,U-DEC,3,5:00,"
              UFC Fight Night: Werdum vs. Tybura
            "
2286,win,Alexander Volkanovski  Shane Young,0  0,68  18,5  1,0  0,Catch Weight,U-DEC,3,5:00,"
              UFC Fight Night: Werdum vs. Tybura
            "
2287,win,Ryan Benoit  Ashkan Mokhtarian,1  0,45  42,0  0,0  0,Flyweight,KO/TKO  Kick,3,2:38,"
              UFC Fight Night: Werdum vs. Tybura
            "
2288,win,Nik Lentz  Will Brooks,0  0,34  49,0  2,1  1,Lightweight,SUB  Guillotine Choke,2,2:05,"
              UFC Fight Night: Werdum vs. Tybura
            "
2289,win,Tai Tuivasa  Rashad Coulter,1  0,22  10,0  0,0  0,Heavyweight,KO/TKO  Flying Knee,1,4:35,"
              UFC Fight Night: Werdum vs. Tybura
            "
2290,win,Frank Camacho  Damien Brown,0  0,154  104,1  2,0  1,Lightweight,S-DEC,3,5:00,"
              UFC Fight Night: Werdum vs. Tybura
            "
2291,win,Nadia Kassem  Alex Chambers,0  0,52  45,0  4,6  0,Women's Strawweight,U-DEC,3,5:00,"
              UFC Fight Night: Werdum vs. Tybura
            "
2292,win,Eric Shelton  Jenel Lausa,0  0,86  5,5  1,0  2,Flyweight,U-DEC,3,5:00,"
              UFC Fight Night: Werdum vs. Tybura
            "
